Sorgu,Label,Recete
Bitkimde geç yanıklık fark ettim.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Maalesef tarladaki yapraklarda geç yanıklık yayıldı., ne yapmam gerekiyor?",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Maalesef bitkimde geç yanıklık fark ettim., ne yapmam gerekiyor?",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Bitkimin durumuna bakar mısın, büyük siyah yanıklar var gibi.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Geç yanıklık ile nasıl mücadele edilir?,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Maalesef yaprakta hızlı yayılan kararmalar sorunu mahsulü mahvetti., ne yapmam gerekiyor?",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Yeni çıkan yapraklarda büyük siyah yanıklar görüyorum.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Hocam geç yanıklık için hangi ilacı kullanmalıyım?,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Bitkimin ana sorunu büyük siyah yanıklar.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Yapraklara baktığımda bitkimin ana sorunu büyük siyah yanıklar. fark ediyorum.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Maalesef bitkimin durumuna bakar mısın, büyük siyah yanıklar var gibi., ne yapmam gerekiyor?",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Çiftçi arkadaşlara sordum, bitkimin ana sorunu büyük siyah yanıklar. dediler.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Geç yanıklık domateslerimi sarmaya başladı.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Acil teşhis lazım: yapraklarda yaprakta hızlı yayılan kararmalar var, ne yapabilirim?.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Yaprakta hızlı yayılan kararmalar olan bitkiyi kurtarabilir miyim?,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Yaprakta hızlı yayılan kararmalar sorunu mahsulü mahvetti.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Geçen gün yaprakta hızlı yayılan kararmalar şüphesiyle baktım, sanırım öyle.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Yardımcı olur musunuz, büyük siyah yanıklar teşhisi koydum, doğru mu?.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Yeni çıkan yapraklarda büyük siyah yanıklar görüyorum.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Yardımcı olur musunuz, bitkimde geç yanıklık fark ettim..",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Çiftçi arkadaşlara sordum, geç yanıklık domateslerimi sarmaya başladı. dediler.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Kontrol ettim ve geç yanıklık domateslerimi sarmaya başladı. gördüm.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Hocam geç yanıklık için hangi ilacı kullanmalıyım?,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Yeni çıkan yapraklarda büyük siyah yanıklar görüyorum.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Çiftçi arkadaşlara sordum, acil yardım! bitkide yaprakta hızlı yayılan kararmalar var. dediler.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Yardımcı olur musunuz, yapraklarda yaprakta hızlı yayılan kararmalar var, ne yapabilirim?.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Çiftçi arkadaşlara sordum, hocam geç yanıklık için hangi ilacı kullanmalıyım? dediler.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Acil yardım! bitkide yaprakta hızlı yayılan kararmalar var.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Yapraklarda yaprakta hızlı yayılan kararmalar var, ne yapabilirim?",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Geç yanıklık ile nasıl mücadele edilir?,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Acil yardım! bitkide yaprakta hızlı yayılan kararmalar var.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Çiftçi arkadaşlara sordum, yapraklarda yaprakta hızlı yayılan kararmalar var, ne yapabilirim? dediler.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Acil yardım! bitkide yaprakta hızlı yayılan kararmalar var.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Tarladaki yapraklarda geç yanıklık yayıldı.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Yapraklara baktığımda tarladaki yapraklarda geç yanıklık yayıldı. fark ediyorum.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Sanırım bitkimde bir sorun var: geçen gün yaprakta hızlı yayılan kararmalar şüphesiyle baktım, sanırım öyle..",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Çiftçi arkadaşlara sordum, hocam geç yanıklık için hangi ilacı kullanmalıyım? dediler.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Acil teşhis lazım: geç yanıklık ile nasıl mücadele edilir?.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Geç yanıklık ile nasıl mücadele edilir?,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Yardımcı olur musunuz, acil yardım! bitkide yaprakta hızlı yayılan kararmalar var..",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Sanırım bitkimde bir sorun var: bitkimin ana sorunu büyük siyah yanıklar..,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Yaprakta hızlı yayılan kararmalar sorunu mahsulü mahvetti.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Kontrol ettim ve geç yanıklık domateslerimi sarmaya başladı. gördüm.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Kontrol ettim ve yeni çıkan yapraklarda büyük siyah yanıklar görüyorum. gördüm.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Geç yanıklık domateslerimi sarmaya başladı.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Bahçedeki bitkide büyük siyah yanıklar oluştu, teşhis nedir?",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Yeni çıkan yapraklarda büyük siyah yanıklar görüyorum.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Acil yardım! bitkide yaprakta hızlı yayılan kararmalar var.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Bitkimin ana sorunu büyük siyah yanıklar.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Çiftçi arkadaşlara sordum, bitkimin durumuna bakar mısın, büyük siyah yanıklar var gibi. dediler.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Geç yanıklık ile nasıl mücadele edilir?,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Sanırım bitkimde bir sorun var: büyük siyah yanıklar teşhisi koydum, doğru mu?.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Bitkimin durumuna bakar mısın, büyük siyah yanıklar var gibi.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Sanırım bitkimde bir sorun var: tarladaki yapraklarda geç yanıklık yayıldı..,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Sanırım bitkimde bir sorun var: tarladaki yapraklarda geç yanıklık yayıldı..,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Sanırım bitkimde bir sorun var: büyük siyah yanıklar nedeniyle bitkim çok sağlıksız görünüyor..,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
Sanırım bitkimde bir sorun var: neden yapraklarda büyük siyah yanıklar oluşur?.,Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
"Yardımcı olur musunuz, neden yapraklarda büyük siyah yanıklar oluşur?.",Tomato___Late_blight,"Teşhis: Domates Geç Yanıklığı / Mildiyö (Phytophthora). Kültürel Önlemler: Yapraklarda büyük, grimsi kahverengi lekeler ve yaprak altında beyaz küf tabakası oluşur. Nemi düşürün, sık dikim yapmayın. Kimyasal Mücadele: Çevrede ilk belirtiler görüldüğünde veya çiğ/sisli havalarda mildiyö ilaçları ile koruyucu ilaçlamaya başlayın."
